,epoch,common:age_loss,common:age_accuracy,common:apparel_class_loss,common:apparel_class_accuracy,common:color_loss,common:color_accuracy,common:gender_loss,common:gender_accuracy,common:material_loss,common:material_accuracy,loss,val_common:age_loss,val_common:age_accuracy,val_common:apparel_class_loss,val_common:apparel_class_accuracy,val_common:color_loss,val_common:color_accuracy,val_common:gender_loss,val_common:gender_accuracy,val_common:material_loss,val_common:material_accuracy,val_loss,common:apparel_class_randomguess,common:color_randomguess,common:material_randomguess,common:age_randomguess,common:gender_randomguess
21,21,0.5142533779144287,0.7991913718515326,1.0178595781326294,0.5735126733779907,1.7805349826812744,0.41676316250247214,,0.6962441513236142,2.5360894203186035,0.28458639507167044,,0.6202517747879028,0.741134776396954,0.9913415312767028,0.5942175388336182,1.8686808347702024,0.4055433899468525,0.5779500007629395,0.6755448130047346,2.75540542602539,0.26690392008588176,1.3827815055847168,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
22,22,0.5223004817962646,0.7911050910094989,1.0148566961288452,0.5785923004150391,1.775435447692871,0.4158946146285801,0.5752688646316528,0.6906103293660658,2.5303337574005127,0.29122556246270287,1.3044506311416626,0.6218044757843018,0.7695035747919523,0.9671233296394348,0.6008896231651306,1.8747234344482424,0.4055433899468525,0.5693497657775879,0.6973365725313486,2.752947330474853,0.26690392008588176,1.3769540786743164,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
23,23,,0.7978436583778594,1.0174120664596558,0.5751381516456604,1.7759747505187988,0.4121308629403725,0.5714580416679382,0.694366210671098,2.511547565460205,0.2969675192857757,,0.5716137886047363,0.7517730267916574,0.9867568612098694,0.6004852652549744,1.9516403675079343,0.3785557891442597,0.596810519695282,0.6682808782914352,2.750494718551636,0.2686832715753873,1.392388105392456,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
24,24,0.5223879218101501,0.8032345122725485,1.0108420848846436,0.5800146460533142,1.762133002281189,0.4215402421608921,,0.6962441513236142,2.501958131790161,0.29463484418599634,,0.5423107743263245,0.7836879739894514,0.999358594417572,0.5877476930618286,1.8933820724487305,0.38366156889303665,0.5896123051643372,0.7094431006446582,2.759042501449585,0.26690392008588176,1.3777958154678345,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
25,25,0.5076484680175781,0.801886798798877,1.0043245553970337,0.5834687948226929,1.7626487016677856,0.41705269615430657,0.5636448860168457,0.6953051809973555,2.490811347961426,0.2949937349929001,1.2866843938827517,0.6125741600990295,0.7801418251866555,1.0114002227783203,0.5760210156440735,1.88550066947937,0.4062727947334229,0.6520265340805054,0.6489104154648262,2.7902722358703613,0.26423487645902,1.4095815420150757,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
26,26,0.5106029510498047,0.7964959449041881,1.0090614557266235,0.5792425274848938,1.7589083909988403,0.41748698336165563,0.5617035627365112,0.7046948412214638,2.4832186698913574,0.2962497705705668,1.285641312599182,0.5893312096595764,0.741134776396954,0.9897892475128174,0.5913869738578796,1.846738338470459,0.37782641123629745,0.5678537487983704,0.7021791659313588,2.749207735061645,0.2686832715753873,1.368917465209961,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
27,27,,0.8072776526935646,1.00449538230896,0.5827779769897461,1.7326008081436155,0.4215402421608921,0.5656262040138245,0.6953051809973555,2.47576642036438,0.30450386434616966,,0.5842374563217163,0.7659574259891564,0.9948905110359192,0.5851193070411682,1.87634539604187,0.3865791342821022,0.6189079284667969,0.6416464807515281,2.774134397506714,0.2606761570874055,1.389459490776062,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
28,28,,0.8059299392198931,0.9913818836212158,0.5902552008628845,1.716910481452942,0.4342790858622706,0.5521820187568665,0.7206572937293789,2.4493296146392822,0.3036066866768081,,0.5738318562507629,0.7730496582568533,0.9671083688735962,0.6000808477401733,1.8565289974212649,0.4004376370766837,0.5919086933135986,0.6707021749914402,2.7425012588500977,0.2704626394574963,1.366015911102295,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
29,29,,0.8106469054909713,0.9916368126869202,0.586760401725769,1.7128266096115112,0.4358714545953457,0.5462788939476013,0.7107981268229052,2.4429287910461426,0.3046832933003227,,0.6173499226570129,0.7765957417217545,0.980229377746582,0.5974524617195129,1.8637980222702024,0.4084609822145262,0.6005356311798096,0.6707021749914402,2.7702062129974365,0.2758007267112194,1.3857682943344116,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
30,30,0.4902079701423645,0.8099730178673621,0.9930567741394044,0.5876137614250183,1.7197805643081665,0.43413433230675635,0.5632250905036926,0.692957733662475,2.4407293796539307,0.30593936177658754,1.2618201971054075,0.553225040435791,0.7765957417217545,0.9711962342262268,0.6010918021202087,1.8313939571380613,0.41575492256579805,0.6130116581916809,0.6392251840515217,2.780350923538208,0.2606761570874055,1.3690853118896484,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
31,31,,0.8180592987093959,0.9886805415153505,0.5884265303611755,1.7073688507080078,0.4326867436700014,0.5556142926216125,0.7032863642128419,2.421812057495117,0.3064776486390457,,0.5980702042579651,0.7482269433267563,0.9550216794013976,0.6083704233169556,1.8535462617874143,0.3982494495955807,0.573747456073761,0.6900726378180492,2.7765893936157227,0.2775800782007254,1.370842695236206,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
32,32,,0.8052560515962839,0.9852720499038696,0.590417742729187,1.6873974800109863,0.43630574180269477,0.5497831106185913,0.7183098463944985,2.425495386123657,0.31006639221508986,,,0.7801418251866555,0.964549958705902,0.6065507531166077,1.874653458595276,0.40773157742795585,0.6089360117912292,0.6537530088648377,2.752852201461792,0.27402135882911083,,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
33,33,0.4641992151737213,0.8214285515068026,0.9851319193840028,0.5876950621604919,1.6674102544784546,0.44426750584565344,0.5495961904525757,0.7093896928527547,2.4145209789276123,0.3077337171153105,1.2364603281021118,0.6133063435554504,0.7695035747919523,0.9565067291259766,0.612616240978241,1.8045854568481443,0.4106491696956295,0.6043717861175537,0.661016943578137,2.7511141300201416,0.26334520071426726,1.3642066717147827,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
34,34,0.4522126913070678,0.8187331245594581,0.983305037021637,0.5914337038993835,1.6490386724472046,0.44918933905958786,0.5518317818641663,0.715492978454195,2.403778076171875,0.308630894784672,1.2281863689422607,0.6086903810501099,0.7801418251866555,0.9794738292694092,0.5871410965919495,1.853981733322144,0.4194018927414339,0.604027509689331,0.6368038873515167,2.7561635971069336,0.26512455220377273,1.3797262907028198,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
35,35,0.4617891311645508,0.8180592987093959,0.9763513207435608,0.5961882472038269,1.66963529586792,0.4452808338158657,0.5387011170387268,0.7215962640556364,2.399832963943481,0.31204020940656363,1.2296385765075684,0.6274094581604004,0.7446808598618552,0.9859755635261536,0.597856879234314,1.864721775054932,0.4048140120388903,0.5718308687210083,0.6585956468781307,2.7773048877716064,0.26601422794852597,1.3853880167007446,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
36,36,0.477753072977066,0.8113207313410352,0.9741648435592652,0.5974886417388916,1.6614680290222168,0.4433989579717617,0.5400482416152954,0.7244131319959399,2.3878095149993896,0.3102458211692425,1.2283095121383667,0.5922127962112427,0.7695035747919523,0.9654824137687684,0.6041245460510254,1.8603352308273315,0.3916849140308792,0.6095976829528809,0.6682808782914352,2.740861177444458,0.26423487645902,1.3727957010269165,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
37,37,0.430215984582901,0.8281671188751631,0.9818146228790284,0.5913930535316467,1.6487454175949097,0.448465571282016,0.5453930497169495,0.7126760674754213,2.371584892272949,0.3192176636600542,1.2160451412200928,0.5528758764266968,0.741134776396954,0.9667049646377563,0.6031136512756348,1.9452760219573972,0.40262582455778695,0.5937654376029968,0.6489104154648262,2.7916858196258545,0.27135231520224906,1.3907387256622314,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
38,38,0.4292581975460052,0.8301886581988985,0.9744110107421876,0.5980169177055359,1.6479096412658691,0.4538216651624935,0.544728696346283,0.7126760674754213,2.367253303527832,0.31293738707592555,1.2130683660507202,0.580106794834137,0.7659574259891564,0.963406264781952,0.6010918021202087,1.8609960079193115,0.3960612621144774,0.600581705570221,0.661016943578137,2.779036283493042,0.25177936685467084,1.3761745691299438,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
39,39,0.4473093152046203,0.8268194054014917,0.9689632654190063,0.5972854495048523,1.63759183883667,0.44600465467504913,0.5383052229881287,0.7150234717718306,2.3473732471466064,0.3186793438989984,1.2079962491989136,0.564301073551178,0.7482269433267563,0.9602667093276978,0.6097856760025024,1.873941659927368,0.4106491696956295,0.5959023237228394,0.6876513411180442,2.784586906433105,0.26334520071426726,1.375469207763672,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
40,40,0.4242803454399109,0.8281671188751631,0.9698702096939088,0.5952942371368408,1.6600943803787231,0.451795009222069,0.5405229330062866,0.7305164175973813,2.364996194839477,0.3197559505225125,1.2124730348587036,0.6339295506477356,0.7624113425242554,0.9761151671409608,0.6031136512756348,1.902187824249268,0.3953318842065151,0.5898858308792114,0.6658595815914301,2.7973992824554443,0.2775800782007254,1.399571180343628,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
41,41,0.4292215704917907,0.8315363716725699,0.9717878103256226,0.5957412123680115,1.628277063369751,0.45758541685070114,0.5358359813690186,0.721126757373272,2.354887723922729,0.31078414093029877,1.2042914628982544,0.5876870155334473,0.7730496582568533,0.9651893973350524,0.597856879234314,1.822927474975586,0.3997082322901133,0.5958633422851562,0.6658595815914301,2.7639319896698,0.28291816545444853,1.3661479949951172,0.25,0.030303030303030304,0.029411764705882353,0.3333333333333333,0.5
