,epoch,common:age_loss,common:age_accuracy,common:apparel_class_loss,common:apparel_class_accuracy,common:color_loss,common:color_accuracy,common:gender_loss,common:gender_accuracy,common:material_loss,common:material_accuracy,loss,val_common:age_loss,val_common:age_accuracy,val_common:apparel_class_loss,val_common:apparel_class_accuracy,val_common:color_loss,val_common:color_accuracy,val_common:gender_loss,val_common:gender_accuracy,val_common:material_loss,val_common:material_accuracy,val_loss,common:apparel_class_randomguess,common:color_randomguess,common:material_randomguess,common:age_randomguess,common:gender_randomguess
0,0,0.685509264469147,0.755801159023034,1.34905457496643,0.339889466762543,3.78636908531189,0.10003251120254,0.690407395362854,0.547126154426677,4.04818248748779,0.0717464627780557,2.15506887435913,0.694695830345154,0.73773775590544,1.28724455833435,0.411645770072937,3.60142874717712,0.135694825080278,0.664343178272247,0.603027452703465,3.98630690574646,0.080977222365178,2.08727598190308,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
1,1,0.667847633361816,0.763211030610883,1.29035568237305,0.403120934963226,3.44564867019653,0.154319321095684,0.656810581684113,0.608178895124246,3.94098854064941,0.0878894230691853,2.03976464271545,0.650251746177673,0.748378222530825,1.25159776210785,0.433683782815933,3.37143087387085,0.149556129836606,0.640352129936218,0.607871069818662,3.84750890731812,0.102333855682659,1.99066781997681,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
2,2,0.65521115064621,0.76253737785198,1.26020538806915,0.42388653755188,3.31816792488098,0.16430809634553,0.646347045898438,0.613344889305567,3.86026906967163,0.0993688554693895,1.98594892024994,,0.762565489580972,1.22106993198395,0.46097856760025,3.22541999816895,0.172901466113863,0.632465839385986,0.658728804105562,3.79996371269226,0.108562869634612,,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
3,3,0.645611166954041,0.763884621617768,1.2439159154892,0.436280876398087,3.2125198841095,0.17704740641086,0.649198353290558,0.617101948585868,3.80605626106262,0.0997275890164929,1.9480414390564,0.641797184944153,0.759018689156212,1.202840924263,0.474524855613709,3.14192962646484,0.182385524518837,0.652142286300659,0.610292856065109,3.76256728172302,0.102333855682659,1.91527104377747,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
4,4,0.642574071884155,0.765231865383558,1.23120629787445,0.449691146612167,3.10108470916748,0.198906899688903,0.639407098293304,0.626025045099952,3.78011512756348,0.104570475459548,1.91431796550751,0.613997340202332,0.766112290005733,1.18477082252502,0.489082098007202,3.05019307136536,0.207919490692782,0.630398631095886,0.658728804105562,3.78184390068054,0.116571603029688,1.88667726516724,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
5,5,0.633138716220856,0.770620840446714,1.21916007995606,0.45704647898674,3.00293254852295,0.220476862287901,0.633025050163269,0.635887417197227,3.73488783836365,0.113897514798552,1.87908530235291,0.632289886474609,0.71645688800577,1.16319692134857,0.514759421348572,2.90350651741028,0.245126145168389,0.627711176872253,0.646619828251025,3.68876361846924,0.115681747407105,1.83551788330078,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
6,6,0.629644453525543,0.763884621617768,1.20292043685913,0.467205792665482,2.9040539264679,0.2335056897614,0.633212983608246,0.629312488114889,3.69924163818359,0.119816593661495,1.84699022769928,0.62131279706955,0.766112290005733,1.14819550514221,0.509704828262329,2.85987997055054,0.245126145168389,0.609561026096344,0.636932638642934,3.66382193565369,0.118351322472811,1.81271839141846,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
7,7,0.627657115459442,0.766579109149347,1.19350576400757,0.47756826877594,2.81828880310059,0.261879616682505,0.620352208614349,0.654203226490759,3.67192506790161,0.1180229341474,1.81875920295715,,0.759018689156212,1.18898832798004,0.482207834720612,2.79111003875732,0.254610190131341,0.618695080280304,0.641776211135829,3.72427558898926,0.116571603029688,,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
8,8,0.599383354187012,0.767926352915137,1.18627893924713,0.483623206615448,2.73201322555542,0.272881729402694,0.62719339132309,0.64668902182523,3.6557297706604,0.110848287869594,1.79168593883514,0.609524965286255,0.766112290005733,1.15092694759369,0.514152824878693,2.7290666103363,0.287439584813572,0.607432305812836,0.656307017859116,3.6505138874054,0.129029639131552,1.78057873249054,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
9,9,0.587997555732727,0.776009753757854,1.16639065742493,0.497561782598496,2.69515514373779,0.27765897897149,0.62064915895462,0.652324675324377,3.61501526832581,0.122686453816902,1.76809322834015,0.61130154132843,0.769659155781598,1.13221263885498,0.519814014434815,2.72070026397705,0.267012390367181,0.608568727970123,0.663572376598457,3.64739894866943,0.127249919688428,1.77460598945618,0.25,0.0147058823529412,0.0142857142857143,0.333333333333333,0.5
