,epoch,common:age_loss,common:age_accuracy,common:apparel_class_loss,common:apparel_class_accuracy,common:color_loss,common:color_accuracy,common:gender_loss,common:gender_accuracy,common:material_loss,common:material_accuracy,loss,val_common:age_loss,val_common:age_accuracy,val_common:apparel_class_loss,val_common:apparel_class_accuracy,val_common:color_loss,val_common:color_accuracy,val_common:gender_loss,val_common:gender_accuracy,val_common:material_loss,val_common:material_accuracy,val_loss,common:apparel_class_randomguess,common:color_randomguess,common:material_randomguess,common:age_randomguess,common:gender_randomguess
0,0,0.8234806656837463,0.6834249397082256,1.344808578491211,0.3634839951992035,2.9946980476379395,0.21511092670733203,0.6965998411178589,0.5411751708271237,3.131833076477051,0.21783244060791543,1.8323278427124023,0.8376332521438599,0.6448598357491959,1.2695847749710083,0.4455840587615967,2.7598135471343994,0.24555161005396414,0.6665051579475403,0.6170212861863853,3.1090869903564453,0.17201166426214454,1.7591040134429932,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
1,1,0.7722914218902588,0.6903083500843354,1.2992748022079468,0.3980009853839874,2.73952865600586,0.24556530880878186,0.671707034111023,0.5826899868617723,3.051560401916504,0.2181217314205073,1.738483428955078,0.7589032053947449,0.663551403052896,1.271472692489624,0.4370370507240295,2.585965156555176,0.2704626250866255,0.6653356552124023,0.5319149082803966,3.057114601135254,0.17784256135105392,1.6975152492523191,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
2,2,0.7754799723625183,0.6814582173107226,1.2705373764038086,0.4216538369655609,2.609304666519165,0.25950570594828537,0.6623592972755432,0.5923273763180968,3.0291786193847656,0.21493958455955184,1.699242353439331,0.7666459679603577,0.6168224542427845,1.2281523942947388,0.4541310667991638,2.581380605697632,0.2633451955439357,0.6350300908088684,0.6170212861863853,3.018223762512207,0.17492712233704283,1.675232172012329,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
3,3,0.7469310760498047,0.7021085074466297,1.2572970390319824,0.4259374141693115,2.51790714263916,0.26336613272536624,0.6453445553779602,0.6123434141764285,2.991835594177246,0.2140717294809613,1.6611995697021484,0.8029568791389465,0.663551403052896,1.2310819625854492,0.4621082544326782,2.3635499477386475,0.298932389790371,0.6486846804618835,0.6099290725715606,3.029049873352051,0.16909620618724577,1.6416337490081787,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
4,4,0.7312211394309998,0.6932583746730154,1.2419874668121338,0.4381052851676941,2.43979811668396,0.2758052456351453,0.6507112979888916,0.6293941493400866,2.978318691253662,0.2143610029343685,1.6367052793502808,0.7630969285964966,0.6822429703565961,1.2109214067459106,0.4678062796592712,2.384150743484497,0.30782917090211026,0.6516755223274231,0.5815602644802393,3.0180678367614746,0.18075801942595218,1.6322983503341677,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
5,5,0.7196880578994751,0.7119419424114195,1.232365608215332,0.4479140937328338,2.3886194229125977,0.27880778835549896,0.6427221298217773,0.604930068469095,2.960059642791748,0.2158074396381424,1.6165655851364136,0.814915120601654,0.6448598357491959,1.1954973936080933,0.4888888895511627,2.337955951690674,0.2864768590075476,0.6972869634628296,0.6312056670480571,2.980969190597534,0.18075801942595218,1.6298168897628784,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
6,6,0.7432405948638916,0.6971917604604468,1.2277551889419556,0.4518872499465942,2.3527820110321045,0.29038904294764645,0.6250264048576355,0.6434795373237464,2.929708480834961,0.217543149795324,1.603243350982666,0.6887744665145874,0.7102803518630075,1.1866049766540527,0.4900285005569458,2.2333288192749023,0.3238434048230324,0.635049045085907,0.6453900479097302,2.959669828414917,0.19533527167866915,1.5665243864059448,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
7,7,0.7037894129753113,0.7139086058013497,1.209022879600525,0.4700148999691009,2.309698820114136,0.28845881668955814,0.6230686902999878,0.645703536587414,2.917665719985962,0.22014673239028035,1.5798252820968628,0.6692230701446533,0.7009345987620187,1.1575371026992798,0.5019943118095398,2.2303030490875244,0.32206405325398324,0.6289704442024231,0.6382978806628818,2.9182159900665283,0.18367347750085045,1.546395778656006,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
8,8,0.718414306640625,0.7139086058013497,1.1972124576568604,0.4778370857238769,2.24302077293396,0.3150528106225705,0.6244456768035889,0.6516342309474095,2.89686918258667,0.217543149795324,1.5620830059051514,0.7724063992500305,0.7009345987620187,1.1630637645721436,0.5156695246696472,2.193112134933472,0.33807828717490507,0.6013659834861755,0.652482261524555,2.966582059860229,0.1895043745897598,1.5640406608581543,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
9,9,0.7037702798843384,0.7198087139862823,1.179460525512695,0.4867146611213684,2.18534517288208,0.3195566118335533,0.6001027226448059,0.6649782710147384,2.895376920700073,0.21783244060791543,1.5385937690734863,0.7463029026985168,0.7009345987620187,1.140523076057434,0.5150997042655945,2.136699676513672,0.3540925210958272,0.6290475726127625,0.6595744751393784,2.963540315628052,0.2069970849173756,1.546641826629639,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
10,10,0.6923056840896606,0.718825352787531,1.167570948600769,0.4981375634670257,2.170928239822388,0.3279208398216174,0.5979046821594238,0.6760983118184011,2.883399724960327,0.21725387634191679,1.5279812812805176,0.7531726956367493,0.6822429703565961,1.130672812461853,0.5225071310997009,2.134765863418579,0.3398576620104473,0.638008177280426,0.6453900479097302,2.9775466918945312,0.18075801942595218,1.5497677326202393,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
11,11,0.7047821879386902,0.7129253036101709,1.1741234064102173,0.493729829788208,2.151390314102173,0.3382152940677694,0.6089890003204346,0.6664609223620764,2.861431837081909,0.22361817006382728,1.5253034830093384,0.7287824153900146,0.7009345987620187,1.1528321504592896,0.5259259343147278,2.1311166286468506,0.35053381795772853,0.6119657158851624,0.6595744751393784,2.990833044052124,0.21282798200628497,1.5472397804260254,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
12,12,0.7014689445495605,0.7158753281988509,1.151546835899353,0.5080084204673767,2.076022863388061,0.344220379508477,0.5945716500282288,0.6738743125547335,2.846524477005005,0.22477529859582507,1.4982891082763672,0.7315747737884521,0.7102803518630075,1.083805799484253,0.5601139664649963,2.005800485610962,0.3540925210958272,0.6493242383003235,0.652482261524555,2.9228219985961914,0.2186588981560815,1.4993538856506348,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
13,13,0.6896616220474243,0.7129253036101709,1.14117693901062,0.5112987160682678,2.061262845993042,0.3465795220558334,0.5873221158981323,0.6775809631657379,2.837630033493042,0.2256431710336003,1.4875816106796265,0.6716659665107727,0.7102803518630075,1.1059250831604004,0.5384615659713745,2.024012327194214,0.3843416373686222,0.5965995192527771,0.7021276640923727,2.905970573425293,0.1895043745897598,1.4838616847991943,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
14,14,0.7017534375190735,0.7306255101498237,1.1436448097229004,0.5157685875892639,2.0582525730133057,0.34379143748011354,0.5948837995529175,0.6679436181947368,2.815141439437866,0.22911459134796253,1.486660361289978,0.7396697402000427,0.7196261660657187,1.110486626625061,0.5509971380233765,2.030381202697754,0.40213522285859343,0.6147793531417847,0.6595744751393784,2.956566333770752,0.19533527167866915,1.5124601125717163,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
15,15,0.6778215765953064,0.7237420997737138,1.1277518272399902,0.5222249627113342,2.0033743381500244,0.36631054649141087,0.5961223244667053,0.6790636589983983,2.806701421737671,0.22593244448700703,1.4656282663345337,0.7469754219055176,0.7383177333694189,1.081244707107544,0.5498575568199158,1.9974712133407595,0.4056939725296777,0.6005843281745911,0.652482261524555,2.923553228378296,0.20116618782846624,1.4913301467895508,0.25,0.03571428571428571,0.03125,0.3333333333333333,0.5
